num,DataColeta,Perfil,DataPost,DiaDaSemana,Plays,Curtidas,Comentarios,Compart.,Texto,LinkFoto,LinkVideo,LinkPost,ID,Duracao,Duração Classificada,Retórica Aristotélica,Dispositivo Retórico,Tipo de conteúdo,Abordagem,Tonalidade,Main character,Texto / Hashtag
20,2022-10-02,bolsonaromessiasjair,2022-07-04 00:00:00,segunda-feira,111300,13700,638,870,#jairbolsonaro #bolsonaro #ideias #defesa #vida #jair #brazil #brasil #🇧🇷 #diferencas #bem #mal #deus #patria #familia #ideologia #escolha #compartilhe,https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/14e5fd8c8d3b4cc483f19b553d1e5254~tplv-f5insbecw7-1:720:720.jpeg?x-expires=1664719200&x-signature=iztFW01ldSdtJic5cZShQ%2BBwXn4%3D,https://v16-webapp.tiktok.com/72232ead855f0a677ee2094bd0319968/6339a07e/video/tos/useast2a/tos-useast2a-ve-0068c003/35ff340b28e44331b08afa8bdf545919/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=1552&bt=776&cs=0&ds=3&ft=gKSYZ8b6o0PD1lHZVyg9w6i275LiaQ2D~XS&mime_type=video_mp4&qs=0&rc=OmU5Zzc6OzU8ZWg3Zzw1OEBpM3B1czg6ZjdnZTMzNzczM0BgXi1jMC01XzYxY2IvYTQzYSMtb3FncjRfLS5gLS1kMTZzcw%3D%3D&l=20221002082943010217135137168B53FC&btag=80000,https://www.tiktok.com/@bolsonaromessiasjair/video/7116479466896919814,7116479466896919814,38.68,Curto,Pathos,Political Statement,Political-Ideological,Acclamation,Neutral,Self + voters,Hashtag
21,2022-10-02,bolsonaromessiasjair,2022-07-04 00:00:00,segunda-feira,232600,25100,445,1288,#jairbolsonaro #bolsonaro #classe #media #lula #mentira #fakenews #fakenewsdobem #400 #milhoes #presidente #entrevista #tv #lula #pt ##jair #brasil #🇧🇷 #compartilhe,https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/35c689370a3c485cbce314412a25b4ca_1656963333~tplv-f5insbecw7-1:720:720.jpeg?x-expires=1664719200&x-signature=JgUj9EMckctI19xqxJgoiiV0mtw%3D,https://v16-webapp.tiktok.com/3690fb14a6a9bcee20ef1bd9db5ad3a9/6339a08f/video/tos/useast2a/tos-useast2a-pve-0068/8626d365f5c84d9aa58c58772e2c8af2/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=1210&bt=605&cs=0&ds=3&ft=gKSYZ8b6o0PD1IHZVyg9wIY2O5LiaQ2D~h8&mime_type=video_mp4&qs=0&rc=M2c1PDRmNjo6Nmg2aTxkNEBpMzZxZjQ6ZmluZTMzNzczM0AzYF8xNmM0XzUxNGMwMS5eYSNnMi5mcjQwLi5gLS1kMTZzcw%3D%3D&l=202210020829400102170831610D8B00EB&btag=80000,https://www.tiktok.com/@bolsonaromessiasjair/video/7116603296168643845,7116603296168643845,60.11,Normal,Logos,Opinion,Political-Ideological,Attack,Neutral,Self alone,Hashtag
22,2022-10-02,bolsonaromessiasjair,2022-07-05 00:00:00,terça-feira,2200000,198100,7528,19000,#combustiveis #gasolina #diesel #bolsonaro #reducao #jair #brasil #🇧🇷 #presidente #jairbolsonaro #presidentebolsonaro #patria #familia #alimento #abastecimento #governador #nordeste #verdade #justica #contra #o #povo #ba #pi #ma #ce #rn #pb #al #se #bahia #piaui #maranhao #ceara #riograndedonorte #paraiba #alagoas #sergipe #governadores #compartilhe,https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/6aa23085734a42dc9b0d9a291e5c7efd_1657020492~tplv-f5insbecw7-1:720:720.jpeg?x-expires=1664719200&x-signature=8darJWCZgj6omF5fFj%2B3v6m2FFg%3D,https://v16-webapp.tiktok.com/7b67ee33b17f60564044d3eaddf61c97/6339a08a/video/tos/useast2a/tos-useast2a-ve-0068c001/949775b7983e461e999deb9eb0851f70/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=1378&bt=689&cs=0&ds=3&ft=gKSYZ8b6o0PD1yHZVyg9wpY2O5LiaQ2D~FS&mime_type=video_mp4&qs=0&rc=aDtoOjk8aWg6ZGVoOmY4aUBpamV3aGk6Zmo1ZTMzNzczM0A1YC5jMzQ1NjAxXy5gNGAwYSNzXnFpcjRnLS9gLS1kMTZzcw%3D%3D&l=20221002082936010217023145008CA7C1&btag=80000,https://www.tiktok.com/@bolsonaromessiasjair/video/7116848776790166790,7116848776790166790,58.19,Curto,Ethos,Political Statement,Political-Purposeful,Attack,Neutral,Self + voters,Hashtag
23,2022-10-02,lulaoficial,2022-07-05 00:00:00,terça-feira,145300,10200,702,483,O povo deve participar ativamente da governo. Só com o coletivo que a gente consegue caminhar. ⭐️🇧🇷❤️#vamosjuntospelobrasil #lula,https://p77-sign-va.tiktokcdn.com/tos-maliva-p-0068/337f753d460c4b1db372cc3c684c5e9c~tplv-f5insbecw7-1:720:720.jpeg?x-expires=1664722800&x-signature=gntcrcEQMJnTA9ryBwQTjOgVOWk%3D,https://v16-webapp.tiktok.com/de3e7a0de7e9155be75f16284dc81a01/6339a7b4/video/tos/useast2a/tos-useast2a-ve-0068c003/13561a6965a440af9ec679e35ed603c3/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=2536&bt=1268&cs=0&ds=3&ft=gKSYZ8b6o0PD1.4MVyg9wSFE75LiaQ2D~FT&mime_type=video_mp4&qs=0&rc=O2RkZjRkZTlmOzpkNGg1OkBpM2RxbGk6ZmVmZTMzNzczM0BiMS4xNmEuXy0xNDMvNDNhYSMuczJxcjQwby9gLS1kMTZzcw%3D%3D&l=202210020900270101920611700590F9FB&btag=80000,https://www.tiktok.com/@lulaoficial/video/7117039482418892038,7117039482418892038,42.07,Curto,Pathos,Political Statement,Political-Purposeful,Acclamation,Neutral,Self alone,Texto + Hashtag
24,2022-10-02,bolsonaromessiasjair,2022-07-06 00:00:00,quarta-feira,196900,24000,623,1101,#auxiliobrasil #caminhoneiro #gas #brasil #🇧🇷 #reflexos #guerra #covid #fiqueemcasa #economia #auxilio #vale #imposto #reducao #zero #presidente #jairbolsonaro #jair #bolsonaro #1000 #dobro #pec #acao,https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/4b424d78ac1d4a3bbd96e88686c254f1~tplv-f5insbecw7-1:720:720.jpeg?x-expires=1664719200&x-signature=0F8fn%2BGaTv2cTyb5tTFT%2Fibquck%3D,https://v16-webapp.tiktok.com/65953e0aef846c5e3d21bd54b918206c/6339a064/video/tos/useast2a/tos-useast2a-pve-0068/04204149724941f5b064707038e887c6/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=1414&bt=707&cs=0&ds=3&ft=gKSYZ8b6o0PD1fHZVyg9weC2O5LiaQ2D~h8&mime_type=video_mp4&qs=0&rc=MzhmM2VnOmY0OTpnZ2g2PEBpanE5Zzk6ZjlvZTMzNzczM0A2NTU1MjNgNmExNjU2XjMvYSNoMF5ecjRvbi9gLS1kMTZzcw%3D%3D&l=202210020829330102170261951E89E3D5&btag=80000,https://www.tiktok.com/@bolsonaromessiasjair/video/7117197139758959877,7117197139758959877,23.99,Muito curto,Ethos,Political Statement,Political-Purposeful,Acclamation,Neutral,Self alone,Hashtag
25,2022-10-02,bolsonaromessiasjair,2022-07-06 00:00:00,quarta-feira,89800,6123,365,192,#jairbolsonaro #verdade #brasil #🇧🇷 #jair #bolsonaro #caminho #consciencia #presidente #reflexos #compartilhe #esquerda #america #latina #vizinhos #basta #olhar,https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/15ff071b72d347aba510fb23865ecaa7_1657118436~tplv-f5insbecw7-1:720:720.jpeg?x-expires=1664719200&x-signature=WhuAEn4XHZT%2FlY725%2FQKc1uOhTY%3D,https://v16-webapp.tiktok.com/fc94572a6be27130d1ea41d1de18f505/6339a07b/video/tos/useast2a/tos-useast2a-pve-0068/c6a04afc9f204dab905a7e09587bbb55/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=1362&bt=681&cs=0&ds=3&ft=ar5S8qGHmo0PD4W8jMaQ9gi1~ObpkV1PC8&mime_type=video_mp4&qs=0&rc=aWk6NGg1PDs8ZTplOjs6aUBpM2pqZDo6ZndzZTMzNzczM0AzYzQuMGJhXi8xL14uLWFeYSNtXzFncjRfcC9gLS1kMTZzcw%3D%3D&l=202210020829290101920591601E960537&btag=80000,https://www.tiktok.com/@bolsonaromessiasjair/video/7117269425203514630,7117269425203514630,49.5,Curto,Pathos,Opinion,Political-Ideological,Attack,Neutral,Self alone,Hashtag
26,2022-10-02,lulaoficial,2022-07-06 00:00:00,quarta-feira,63000,4641,231,166,Olha essa mensagem de video 🇧🇷⭐️❤️ #mensagensparalula #vamosjuntospelobrasil #lula #Libertadores #pepsiapplepiechallenge,https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/3e92dfc450314545b76a00755b4b6d19~tplv-f5insbecw7-1:720:720.jpeg?x-expires=1664722800&x-signature=dOHZFngVqQO%2BnFZfX4iK10sJ%2FlM%3D,https://v16-webapp.tiktok.com/2c71599601567575916b6f5c95b71d28/6339a7d0/video/tos/useast2a/tos-useast2a-ve-0068c004/662641f2601e425abd22a862c9773415/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=2896&bt=1448&cs=0&ds=3&ft=TkXt21FmvjVQ9Wn0fPTsdEJgpi_K7uwQAZyeF_4kaW&mime_type=video_mp4&qs=0&rc=ZTw5ODdpZWc1NWY5Omg0N0BpMzh4dzo6Zjw0ZTMzNzczM0AtNTEvLV4xX18xLWAwLmBiYSNyZTBzcjRvczBgLS1kMTZzcw%3D%3D&l=202210020900240101901851381590DB4D&btag=80000,https://www.tiktok.com/@lulaoficial/video/7117411123879496966,7117411123879496966,73,Normal,Pathos,Thanks,Political-Purposeful,Acclamation,Positive,Self + voters,Texto + Hashtag
27,2022-10-02,bolsonaromessiasjair,2022-07-07 00:00:00,quinta-feira,195000,18500,502,1808,#jairbolsonaro #agronegocio #agro #presidente #brasil #alimento #trigo #base #jair #bolsonaro #roraima #🇧🇷 #kg #goias #rr #go #hectare #producao #mundo #compartilhe,https://p77-sign-va.tiktokcdn.com/tos-maliva-p-0068/6a0c90048ffe4186b6af21ebe369f3c6~tplv-f5insbecw7-1:720:720.jpeg?x-expires=1664719200&x-signature=LWOj1piGhOPPcJ0nF%2F9Tm2olOMg%3D,https://v16-webapp.tiktok.com/64d0b5b16a55d64517f2371acbb0b29b/6339a082/video/tos/useast2a/tos-useast2a-ve-0068c004/cdfc366d35ad4519aa9371f650574d4e/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=1734&bt=867&cs=0&ds=3&ft=gKSYZ8b6o0PD13HZVyg9wkPE75LiaQ2D~9a&mime_type=video_mp4&qs=0&rc=ZDtpN2lmNTk2Zzw5ZWU5NUBpM2U0cTg6ZmpmZTMzNzczM0BfNTQtNi1fNi0xYS5iMTAzYSNpYjEzcjQwMjBgLS1kMTZzcw%3D%3D&l=20221002082925010190209214168FB34A&btag=80000,https://www.tiktok.com/@bolsonaromessiasjair/video/7117590392270327046,7117590392270327046,60.3,Normal,Ethos,Fact/Statistic,Political-Purposeful,Acclamation,Neutral,Self alone,Hashtag
28,2022-10-02,bolsonaromessiasjair,2022-07-07 00:00:00,quinta-feira,39700,2368,123,286,#compartilhe #verdade #feitos #brasil #🇧🇷 #patria #realizacoes #familia #saude #economia #educacao #comercio #emprego #privatizacao #seguranca #startup #agronegocio #ocde #sao #francisco #liberdade #exonomica #reducao #gastos #rodovia #recorde #lei #mp #imoveis #escola #reforma #civico #militar #ampliacao #negocio #alfabetizacao #investimento #reforma #agraria #mundo #maquina #gastos #compartilhe,https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/db910eb17142448ea3788b697d25bd78_1657196199~tplv-f5insbecw7-1:720:720.jpeg?x-expires=1664719200&x-signature=RdHofc7g%2Bb1j41tiwQ8FF7GLv2o%3D,https://v16-webapp.tiktok.com/a3c01c1b605df4a1fbec070e54434492/6339a0c1/video/tos/useast2a/tos-useast2a-ve-0068c004/50c41d5f19cf4416bafb39d8cf3835c8/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=1770&bt=885&cs=0&ds=3&ft=gKSYZ8b6o0PD1xHZVyg9wfU2O5LiaQ2D~v8&mime_type=video_mp4&qs=0&rc=OzQ2PDc1ZWRmZmRpODtmPEBpajVnajc6ZjhmZTMzNzczM0AuMF80MjFfXjQxLjFjMy42YSNeNTRzcjRfcTBgLS1kMTZzcw%3D%3D&l=20221002082922010192057213168645F6&btag=80000,https://www.tiktok.com/@bolsonaromessiasjair/video/7117603422920117509,7117603422920117509,127.96,Muito longo,Logos,Fact/Statistic,Political-Purposeful,Acclamation,Neutral,Nenhum,Hashtag
29,2022-10-02,bolsonaromessiasjair,2022-07-07 00:00:00,quinta-feira,110200,13100,560,1285,#jairbolsonaro #compartilhe #cuba #venezuela #presidente #🇧🇷 #democracia #socialismo #povo #deus #patria #familia #combustivel,https://p77-sign-va.tiktokcdn.com/tos-maliva-p-0068/7ea96b7016eb4af6b3d836deb1d110c2_1657209557~tplv-f5insbecw7-1:720:720.jpeg?x-expires=1664719200&x-signature=7dFDYKq7st4xDaZfeBE%2FPzfJEAw%3D,https://v16-webapp.tiktok.com/387531c22c03efb980100563d8a2946c/6339a074/video/tos/useast2a/tos-useast2a-pve-0068/cae439597a554db19424996d212eaa35/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=1666&bt=833&cs=0&ds=3&ft=ar5S8qGHmo0PDOW8jMaQ9B.1~ObpkV1PCc&mime_type=video_mp4&qs=0&rc=Mzs0ZWVmNGU5aGg1aWVnOEBpanBteDw6ZmZqZTMzNzczM0AzNC81YzQ2NjIxLjIzNC8yYSNeYGNucjRvMjBgLS1kMTZzcw%3D%3D&l=20221002082918010217119027238CEA07&btag=80000,https://www.tiktok.com/@bolsonaromessiasjair/video/7117660810549284102,7117660810549284102,54.33,Curto,Pathos,Opinion,Political-Ideological,Attack,Neutral,Self alone,Hashtag
30,2022-10-02,bolsonaromessiasjair,2022-07-08 00:00:00,sexta-feira,45700,4149,171,186,#jairbolsonaro #bolsonaro #brasil #presidente #emocao #verde #amarelo #azul #e #branco #a #nossa #bandeira #jamais #sera #vermelha #deus #patria #familia #compartilhe,https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/214823b794ce4cd985967673db17f200~tplv-f5insbecw7-1:720:720.jpeg?x-expires=1664719200&x-signature=qxTCCVXo9WhmUytL8CuJAd1uYlQ%3D,https://v16-webapp.tiktok.com/485466bf72b02fdb0559140beb33ad0c/6339a06a/video/tos/useast2a/tos-useast2a-ve-0068c004/991e39c1c45742f2a277c79e1dc34efd/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=2916&bt=1458&cs=0&ds=3&ft=gKSYZ8b6o0PD1AHZVyg9wfFE75LiaQ2D~D8&mime_type=video_mp4&qs=0&rc=ZTk0OWU1NDY7ZTpoOTM2NkBpanRnZzo6Zm40ZTMzNzczM0BgY18yLWE2Xl8xM2IvXl41YSNrLW9scjRnbjFgLS1kMTZzcw%3D%3D&l=202210020829140101902192041F872C00&btag=80000,https://www.tiktok.com/@bolsonaromessiasjair/video/7117971542633499910,7117971542633499910,49.02,Curto,Pathos,Political Statement,Campaign Act,Acclamation,Positive,Self + voters,Hashtag
31,2022-10-02,lulaoficial,2022-07-08 00:00:00,sexta-feira,125500,18100,1698,363,Entrei para trend 😎 #clareza #vamosjuntospelobrasil #lula #equipelula,https://p77-sign-va.tiktokcdn.com/tos-maliva-p-0068/8c3966e8b98a4caeb2b78e31694edd24_1657298445~tplv-dmt-logom:tos-useast2a-v-0068/e004cca2350a4da993104a34abb0e167.image?x-expires=1664722800&x-signature=Hq2K1FbEd6oK4R5Hmkihg%2B%2B8dsk%3D,https://v16-webapp.tiktok.com/d55e498ea9f90e3e3ecc953aad37a196/6339a78d/video/tos/useast2a/tos-useast2a-pve-0068/093880a117404386b40b13519b3b09ef/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=1512&bt=756&cs=0&ds=3&ft=gKSYZ8b6o0PD1c4MVyg9w1U2O5LiaQ2D~DT&mime_type=video_mp4&qs=0&rc=aDhkNjhlNDY7PDk3ODRlZ0BpM2Zyd2Q6ZjU4ZTMzNzczM0BgXzExLV40XjAxLzRgYWAxYSMxaC1icjQwcDFgLS1kMTZzcw%3D%3D&l=202210020900200101920461600D915D1C&btag=80000,https://www.tiktok.com/@lulaoficial/video/7118042601000881413,7118042601000881413,9.26,Muito curto,Ethos,Endorsement,Trend,Acclamation,Positive,Self alone,Texto + Hashtag
32,2022-10-02,bolsonaromessiasjair,2022-07-08 00:00:00,sexta-feira,51100,4147,182,119,#jairbolsonaro #presidente #constituicao #afa #academia #da #forca #aerea #sao #paulo #saopaulo #fab #forca #aerea #brasileira #brasil #deus #patria #familia #🇧🇷 #sp #compartilhe #jair #bolsonaro,https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/cba9f0adef46438cbee7c08021b7d3ae~tplv-f5insbecw7-1:720:720.jpeg?x-expires=1664719200&x-signature=acjW3nrOLuiRxOk1oYtaRktm%2Br0%3D,https://v16-webapp.tiktok.com/930fbaec9a5432ba9436e79da9c26895/6339a071/video/tos/useast2a/tos-useast2a-pve-0068/dfc4f89ae6dd4ccb90d5ae436689de12/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=2318&bt=1159&cs=0&ds=3&ft=gKSYZ8b6o0PD1JHZVyg9wtX2O5LiaQ2D~Z4&mime_type=video_mp4&qs=0&rc=Zmg1Omg1Zjc2Nzk2ZDQ7NEBpamZ3cDQ6Zmo6ZTMzNzczM0AuYWMvNS5jXmAxLy0zLmJiYSM1aV9pcjRvXzFgLS1kMTZzcw%3D%3D&l=202210020829100102170831610D8AFBC8&btag=80000,https://www.tiktok.com/@bolsonaromessiasjair/video/7118068834459782405,7118068834459782405,60.11,Normal,Pathos,Political Statement,Campaign Act,Acclamation,Neutral,Self alone,Hashtag
33,2022-10-02,bolsonaromessiasjair,2022-07-09 00:00:00,sábado,387300,45200,854,3968,#jairbolsonaro #jair #bolsonaro #historia #brasil #🇧🇷 #deputado #federal #joaquim #barbosa #mensalao #pt #lula #dilma #fernandinho #beira #mar #comissao #parlamentar #470 #acao #penal #doleiro #alberto #yousseff #congresso #compartilhe,https://p77-sign-va.tiktokcdn.com/tos-maliva-p-0068/6733f515aeae495793e3b7388bea30de~tplv-f5insbecw7-1:720:720.jpeg?x-expires=1664719200&x-signature=lB7bdyJtu3JxKQfzV6D%2Fgv6tFBo%3D,https://v16-webapp.tiktok.com/f1da95e3454e268c1be382da8989d32a/6339a068/video/tos/useast2a/tos-useast2a-ve-0068c004/452d2062d72541709ca6eabae31a8570/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=994&bt=497&cs=0&ds=3&ft=gKSYZ8b6o0PD1rHZVyg9wgX2O5LiaQ2D~R8&mime_type=video_mp4&qs=0&rc=ZWk2aWYzZzRpOGg8N2dmOUBpanl4bGY6ZjhwZTMzNzczM0AvMmIzMC8tNi0xYzVhYGE1YSNtNWIzcjRnbTFgLS1kMTZzcw%3D%3D&l=20221002082907010189037207128E4DDB&btag=80000,https://www.tiktok.com/@bolsonaromessiasjair/video/7118340242536434950,7118340242536434950,53.85,Curto,Ethos,Fact/Statistic,Political-Ideological,Acclamation,Neutral,Self alone,Hashtag
34,2022-10-02,lulaoficial,2022-07-09 00:00:00,sábado,67100,6987,329,627,O #Brasil merece mais #livros e mais #amor 🇧🇷❤️⭐️ #vamosjuntospelobrasil #lula #booktok #educacao #edutok,https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/5a3f5be93e334632a4d78fa27e8b249c~tplv-f5insbecw7-1:720:720.jpeg?x-expires=1664722800&x-signature=hNliCf56I%2FkoRJjIphP4475%2Bj34%3D,https://v16-webapp.tiktok.com/6d97f7d301bc2308562f31173a034b24/6339a7af/video/tos/useast2a/tos-useast2a-ve-0068c003/6503f05b42374f649d12c6a2c556ab47/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=3210&bt=1605&cs=0&ds=3&ft=gKSYZ8b6o0PD1K4MVyg9wFG2O5LiaQ2D~R4&mime_type=video_mp4&qs=0&rc=aTw1Mzs7PDQ8aTc1OzZnaUBpamd4amQ6ZjR2ZTMzNzczM0AxMi9iLTQzNmExYjEyMjUzYSNfLy9scjRfcTFgLS1kMTZzcw%3D%3D&l=202210020900160101920461600D915A7B&btag=80000,https://www.tiktok.com/@lulaoficial/video/7118447789050252549,7118447789050252549,47.02,Curto,Pathos,Political Statement,Campaign Act,Acclamation,Neutral,Self + voters,Texto + Hashtag
35,2022-10-02,lulaoficial,2022-07-09 00:00:00,sábado,208000,17200,682,1021,A #bandeira brasileira é do #povo brasileiro ❤️🇧🇷⭐️ #vamosjuntospelobrasil #lula #Brasil #futebol,https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/fec2c0b077464743a092a8f418793019~tplv-f5insbecw7-1:720:720.jpeg?x-expires=1664722800&x-signature=o%2Fnw1jMK%2BfCE1ONOg177Kwzw1KI%3D,https://v16-webapp.tiktok.com/beae336e2474ace77107f0fdb45df8fb/6339a7b0/video/tos/useast2a/tos-useast2a-ve-0068c003/8bc01e479f10431384cd6071ce114fa2/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=3586&bt=1793&cs=0&ds=3&ft=gKSYZ8b6o0PD1P4MVyg9wwX2O5LiaQ2D~pT&mime_type=video_mp4&qs=0&rc=OWg7Zjw3NThmZDwzZ2RmOEBpMzZ4aWg6ZnF3ZTMzNzczM0AxNWJeMjE2XmIxYmIyLS4vYSMwMGo2cjRvNDFgLS1kMTZzcw%3D%3D&l=20221002090013010189073019248641A4&btag=80000,https://www.tiktok.com/@lulaoficial/video/7118453762775108869,7118453762775108869,52.06,Curto,Pathos,Political Statement,Campaign Act,Acclamation,Positive,Self + supporters (celebridades ou políticos),Texto + Hashtag
36,2022-10-02,lulaoficial,2022-07-09 00:00:00,sábado,63300,4583,188,82,POV: você participou de um ato com o #Presidente ❤️😎🇧🇷⭐️ marque nos comentários quem você vai levar no próximo #vamosjuntospelobrasil #lula #pov,https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/b5c39a458e2c4c318ca36ef508a968ed_1657406478~tplv-dmt-logom:tos-useast2a-v-0068/3528ac7a9f5d46d6b4ae0e70efa8118e.image?x-expires=1664722800&x-signature=E6%2F3Bh8AkPa8XRiLHgYkPEP66yY%3D,https://v16-webapp.tiktok.com/2875ae0139e3da6b3046c481cf23be84/6339a788/video/tos/useast2a/tos-useast2a-ve-0068c004/b7468cbebc8a419cb4253a7e1be7ee1d/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=3392&bt=1696&cs=0&ds=3&ft=ar5S8qGHmo0PDc_BjMaQ9dp1~ObpkV1PCG&mime_type=video_mp4&qs=0&rc=OGRmNmRkaDdmaGc3OjgzZEBpM2l4NzQ6ZnEzZTMzNzczM0A0Xi5jMi4yX14xMmNfMDVjYSNkNV5ucjRvNDJgLS1kMTZzcw%3D%3D&l=202210020900100101901851381590D606&btag=80000,https://www.tiktok.com/@lulaoficial/video/7118506591141317894,7118506591141317894,15.11,Muito curto,Ethos,Commitment,Trend,Acclamation,Positive,Self + voters,Texto + Hashtag
37,2022-10-02,bolsonaromessiasjair,2022-07-09 00:00:00,sábado,57600,5284,274,457,#minasgerais #minas #gerais #mg #jair #bolsonaro #jairbolsonaro #brasil #🇧🇷 #moto #harley #harleydavidson #honda #dafra #suzuki #yamaha #kawasaki #50 #150 #250 #300 #600 #1000 #cc #brazil #president #500 #ihu #motorcycle #drive #road #thanks #obrigado,https://p77-sign-va.tiktokcdn.com/tos-maliva-p-0068/7b9015c50213437793400a8e5aa65048~tplv-f5insbecw7-1:720:720.jpeg?x-expires=1664719200&x-signature=wyuvGo7HSsPeVIusPNg1okg7kxA%3D,https://v16-webapp.tiktok.com/b4ef674e0fd7bb0e82742ece24b2f7b7/6339a06d/video/tos/useast2a/tos-useast2a-pve-0068/486d42ff90af434ea368edaca4106234/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=2532&bt=1266&cs=0&ds=2&ft=gKSYZ8b6o0PD1_HZVyg9woXE75LiaQ2D~U8&mime_type=video_mp4&qs=0&rc=aGdkZDZnaDU0Mzg3ZmdoPEBpamtoZTU6Znc0ZTMzNzczM0AvYWA0NGA1X2IxXzEzLjQxYSNxMTUwcjRnbDJgLS1kMTZzcw%3D%3D&l=20221002082900010217119027238CE4B8&btag=80000,https://www.tiktok.com/@bolsonaromessiasjair/video/7118536238520438021,7118536238520438021,65.9,Normal,Ethos,Commitment,Campaign Act,Acclamation,Positive,Self + voters,Hashtag
38,2022-10-02,bolsonaromessiasjair,2022-07-09 00:00:00,sábado,68300,6533,270,252,#jairbolsonaro #crianca #futuro #brasil #brazil #children #deus #patria #familia #jesus #jair #bolsonaro #presidente #satisfacao #🇧🇷 #❤️,https://p77-sign-va.tiktokcdn.com/tos-maliva-p-0068/882abc346c3e4f30a8b60d6de9dba93e~tplv-f5insbecw7-1:720:720.jpeg?x-expires=1664719200&x-signature=2ZMasrCSkwthE6LTrTx42%2B3XA7E%3D,https://v16-webapp.tiktok.com/86cde2a450c1d28a45389874a16a05ca/6339a040/video/tos/useast2a/tos-useast2a-pve-0068/cfb2790d6ab6434dae23d1fe50173fa9/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=2644&bt=1322&cs=0&ds=3&ft=gKSYZ8b6o0PD1tHZVyg9wRF2O5LiaQ2D~Ua&mime_type=video_mp4&qs=0&rc=NTNmZjUzZzk3N2g7ODk8NkBpanFrcDo6Zjk1ZTMzNzczM0BhMGMuLy0xNV4xMV9hMmEuYSNzNC5zcjRvZjJgLS1kMTZzcw%3D%3D&l=202210020828560101902192110E8CF72A&btag=80000,https://www.tiktok.com/@bolsonaromessiasjair/video/7118548034631257350,7118548034631257350,24.98,Muito curto,Pathos,Commitment,Campaign Act,Acclamation,Positive,Self alone,Hashtag
