num,DataColeta,Perfil,DataPost,DiaDaSemana,Plays,Curtidas,Comentarios,Compart.,Texto,LinkFoto,LinkVideo,LinkPost,ID,Duracao,Duração Classificada,Retórica Aristotélica,Dispositivo Retórico,Tipo de conteúdo,Abordagem,Tonalidade,Main character,Texto / Hashtag
504,2022-10-30,lulaoficial,2022-10-20 00:00:00,quinta-feira,191600,20400,813,920,"Pela verdade, vote 13 #lulapresidente #lula #brasildaesperança",https://p77-sign-va.tiktokcdn.com/tos-maliva-p-0068/2e30d6e3eb2d46a19aef8e6c4cd207e3~tplv-f5insbecw7-1:720:720.jpeg?x-expires=1667152800&x-signature=6MRXZ1XcHSaxfL0Vt96j8H4jRHM%3D,https://v16-webapp.tiktok.com/60bc4cbbd180552fcafd26582a55ef6a/635ec90c/video/tos/useast2a/tos-useast2a-ve-0068c001/7ecb9b1705244b2087b5fd571c2abfe2/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=3646&bt=1823&cs=0&ds=3&ft=nFApP0Jq12NvjxDE~mnRfba4HcEbIxVvYn0i9tU&mime_type=video_mp4&qs=0&rc=NGQ4NGc2OTZnOGhoMzlmM0BpM3Zudzw6ZnV2ZzMzNzczM0AxYTBjYGMzXjMxMDYxNGEtYSNtbGlmcjQwbzVgLS1kMTZzcw%3D%3D&l=202210301256050101902192050219364E&btag=80000,https://www.tiktok.com/@lulaoficial/video/7156728010815671558,7156728010815671558,71.59,Normal,Nenhum,Opinion,Nenhum,Attack,Neutral,Self alone,Texto + Hashtag
505,2022-10-30,bolsonaromessiasjair,2022-10-20 00:00:00,quinta-feira,696000,111800,4408,4655,#bolsonaro #podcast #vilela #recorde #bacana #jair #boa #noite,https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/c40c81bea45643509f28fc8d44cc2f3a_1666314990~tplv-f5insbecw7-1:720:720.jpeg?x-expires=1667152800&x-signature=mIaUIN6Pcsr9mWq5cAyybBNncDQ%3D,https://v16-webapp.tiktok.com/8d7e15cc7975a51b40b2bf63bdf82da4/635ebf57/video/tos/useast2a/tos-useast2a-ve-0068c003/cb2500ca974844c4846286819f40be79/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=922&bt=461&cs=0&ds=3&ft=nFApP0Jq12Nvj-ST~mnRf5b4HcEbIxVvY.Ai9tU&mime_type=video_mp4&qs=0&rc=NzNoOTY5NjhlNWVpaTQ6OkBpajd1azg6ZnR5ZzMzNzczM0A0LmA2YC1gX2MxYjMtXmMvYSMubnNhcjQwMjVgLS1kMTZzcw%3D%3D&l=202210301215380102170940830C1F3920&btag=80000,https://www.tiktok.com/@bolsonaromessiasjair/video/7156768353820921093,7156768353820921093,13.96,Muito curto,Nenhum,Humor,Nenhum,Attack,Neutral,Self + opponent,Hashtag
506,2022-10-30,bolsonaromessiasjair,2022-10-21 00:00:00,sexta-feira,248200,21800,743,1103,#jair #bolsonaro #presidente #brasil #protegido #mae #filho #lar #🇧🇷 #verdade #compartilhe #futuro,https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/1f9f2febcbcb4dc1823a8b37a8f33649~tplv-f5insbecw7-1:720:720.jpeg?x-expires=1667152800&x-signature=BVVWyJs265QJk6lZZnhzodKok8g%3D,https://v16-webapp.tiktok.com/d39d2b5873c1c5d0f22e2eba252ca3fc/635ebf80/video/tos/useast2a/tos-useast2a-pve-0068/2c81b7402b8c44fd9ae585c3a10b2c62/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=1172&bt=586&cs=0&ds=3&ft=nFApP0Jq12NvjxST~mnRfGK4lcEbIxVvYo3i9tU&mime_type=video_mp4&qs=0&rc=NjlnNWk4Zmg4O2Q2OjY0M0Bpamtocjw6Zmo7ZzMzNzczM0BgX19eXjQyNTQxLzYwYmFgYSNkM2RpcjRfYDZgLS1kMTZzcw%3D%3D&l=202210301215330102230801491E11F1AE&btag=80000,https://www.tiktok.com/@bolsonaromessiasjair/video/7156930375321718022,7156930375321718022,60.04,Normal,Pathos,Opinion,Political-Ideological,Acclamation,Neutral,Self alone,Hashtag
507,2022-10-30,lulaoficial,2022-10-21 00:00:00,sexta-feira,146200,19800,470,763,O orgulho de ser o presidente que mais fez universidades na história do país 🇧🇷 #lulapresidente2022❤️ #cortesdoflow #flowpodcast #cortesflowpodcast #prouni #universidades #educação,https://p77-sign-va.tiktokcdn.com/tos-maliva-p-0068/07ee6c0593824ee5b74e4ba5c197483a_1666361395~tplv-dmt-logom:tos-useast2a-v-0068/85d4af6377254bdba921488ee4fe4cf3.image?x-expires=1667152800&x-signature=KJIrKWe0WH28asO9LWuiyqzfPE4%3D,https://v16-webapp.tiktok.com/f982e52c0baa62dc8dc8f5970f689c98/635ec8e5/video/tos/useast2a/tos-useast2a-ve-0068c004/6e8351e9e1c9478b8be13d89fe8b4d07/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=2278&bt=1139&cs=0&ds=3&ft=nFApP0Jq12NvjGDE~mnRfWMYKcEbIxVvYC6i9tU&mime_type=video_mp4&qs=0&rc=ZmRkOGhmPDk1ZzgzNjk6NkBpamRnM2c6ZjxkZzMzNzczM0A2NjZgM14wXzYxYGMzNDMuYSNjZm1ocjRnZDZgLS1kMTZzcw%3D%3D&l=20221030125600010188020153001C59CF&btag=80000,https://www.tiktok.com/@lulaoficial/video/7156967662030032134,7156967662030032134,38.03,Curto,Ethos,Endorsement,Political-Purposeful,Acclamation,Positive,Self alone,Texto + Hashtag
508,2022-10-30,lulaoficial,2022-10-21 00:00:00,sexta-feira,76600,8927,320,3155,"Para a #economia voltar a crescer, vote #lulapresidente 🇧🇷❤️ #cortesdoflow #empregos #salario #moradia",https://p77-sign-va.tiktokcdn.com/tos-maliva-p-0068/860ab4dd143c45469b5cd37f0eaf0a14~tplv-dmt-logom:tos-useast2a-v-0068/a21f87314e994b04bc0b2a649e0789b4.image?x-expires=1667152800&x-signature=OXw753DsPhGbIVv2QpaLzqhIimE%3D,https://v16-webapp.tiktok.com/817b2848d669486870322988a40d1920/635ec8e0/video/tos/useast2a/tos-useast2a-ve-0068c004/8f4aff01b8644a11b3ed720dd2c38e5d/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=2010&bt=1005&cs=0&ds=3&ft=nFApP0Jq12NvjtDE~mnRf5FYKcEbIxVvYR6i9tU&mime_type=video_mp4&qs=0&rc=M2g1Zzo0NmZkOTNmNDs8NUBpandpdDo6Zm1mZzMzNzczM0AtX18vXi5eXmExMWJfYzExYSM2NnJpcjRfZzZgLS1kMTZzcw%3D%3D&l=202210301255540101920601700817C213&btag=80000,https://www.tiktok.com/@lulaoficial/video/7157004669003386118,7157004669003386118,38.92,Curto,Pathos,Opinion,Political-Purposeful,Attack,Negative,Self alone,Texto + Hashtag
509,2022-10-30,bolsonaromessiasjair,2022-10-21 00:00:00,sexta-feira,356200,41000,1658,1627,- Valeu! Kkkkk. Muito bom! 👍. 2️⃣2️⃣✅ #jair #bolsonaro #brasil #br #obrigado #homenagem #ihu #presidente #é #melhor #kkkk #🇧🇷 #forte #abraco,https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/4b6ca1327a94482f8a7af7dd0e0857b0_1666372833~tplv-dmt-logom:tos-useast2a-v-0068/4da36282e73a4883beb6043e41938317.image?x-expires=1667152800&x-signature=ftqCnn2a82LBKuImCQCrH6llNwE%3D,https://v16-webapp.tiktok.com/bdad2747b439d8d57d49680ff57cc17a/635ebf7c/video/tos/useast2a/tos-useast2a-ve-0068c004/3f4446204bf3457391c3826148b17da0/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=2434&bt=1217&cs=0&ds=1&ft=nFApP0Jq12NvjGST~mnRfIS4HcEbIxVvYuIi9tU&mime_type=video_mp4&qs=0&rc=ODMzNjk6aTk6OGc3OTRkNEBpanJkajg6Zm9nZzMzNzczM0A2YWI0NGFfX2ExMDQzXjQwYSMuMDFrcjRfNjZgLS1kMTZzcw%3D%3D&l=20221030121528010223079012181FEB7A&btag=80000,https://www.tiktok.com/@bolsonaromessiasjair/video/7157016793855364358,7157016793855364358,60.88,Normal,Ethos,Collective Appeal,Campaign Act,Acclamation,Positive,Voters,Texto + Hashtag
510,2022-10-30,lulaoficial,2022-10-21 00:00:00,sexta-feira,165000,18500,783,942,Obrigado @simonetebet.15 #lulapresidente2022❤️ #lula #simonetebet,https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/98c1f7b6981b404fa8afc847b4e60aa8~tplv-dmt-logom:tos-useast2a-v-0068/d9c2899784db4eeebaae52807721edc0.image?x-expires=1667152800&x-signature=33HAGLqM8ighgx3NT8%2F%2BWLDBK0E%3D,https://v16-webapp.tiktok.com/1519d7d6741f0c5c7d68e6c981c999e2/635ec903/video/tos/useast2a/tos-useast2a-pve-0068/deb62babd54742d19f22622ee05d5899/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=3148&bt=1574&cs=0&ds=3&ft=nFApP0Jq12NvjqDE~mnRf-a4lcEbIxVvYaAi9tU&mime_type=video_mp4&qs=0&rc=NzQ3OWUzOGdmZDQ4OTY3OUBpM2V2bTw6ZmlnZzMzNzczM0BfL2JiYTI2XzExMTFeMl82YSNpZGhgcjRvYTZgLS1kMTZzcw%3D%3D&l=202210301255490101920441020D1BE2EF&btag=80000,https://www.tiktok.com/@lulaoficial/video/7157020210602528005,7157020210602528005,79.02,Normal,Ethos,Endorsement,Political-Purposeful,Acclamation,Positive,Self + supporters (celebridades ou políticos),Texto + Hashtag
511,2022-10-30,lulaoficial,2022-10-21 00:00:00,sexta-feira,439300,76300,955,2607,"A história da familia do Bernardo é infelizmente a história de muitas famílias no Brasil hoje. Por um Brasil de amor e esperança, vote Lula 13 #lulapresidente",https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/aca00c330428457ba50e13878de8f939_1666382299~tplv-dmt-logom:tos-useast2a-v-0068/c82ebf5390dc42c7b5298fa9869af195.image?x-expires=1667152800&x-signature=jN3%2BuyZIt9eaLiHjkGxNISZSlAs%3D,https://v16-webapp.tiktok.com/16928ebf9b09afb336813efc3a36be24/635ec8e3/video/tos/useast2a/tos-useast2a-ve-0068c001/fd33834ef15a469b8a37535096bc9739/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=1204&bt=602&cs=0&ds=3&ft=IecA0oKyD12Nv0PJCZIxR6A_WlJG-UjNSXAVi9&mime_type=video_mp4&qs=0&rc=aDk3OjM3N2hoZjQ3aWY6M0BpanJ4ZzY6ZjVpZzMzNzczM0BiMC8zMTFgNmMxXjM2YzI0YSNyLmM0cjQwZzZgLS1kMTZzcw%3D%3D&l=202210301255440101890501581619A7B4&btag=80000,https://www.tiktok.com/@lulaoficial/video/7157057448648494341,7157057448648494341,50.43,Curto,Pathos,Fact/Statistic,Political-Ideological,Attack,Negative,Nenhum,Texto + Hashtag
512,2022-10-30,bolsonaromessiasjair,2022-10-21 00:00:00,sexta-feira,342300,29800,546,323,#voto #pesquise #jair #bolsonaro #voto #futuro #google #brasil #🇧🇷 #presidente #deus #patria #familia #liberdade,https://p77-sign-va.tiktokcdn.com/tos-maliva-p-0068/2a522137dc28424999c66262a88c70a4~tplv-f5insbecw7-1:720:720.jpeg?x-expires=1667152800&x-signature=hZwBYMVS1i6gjSFtCdV8BwqGQ%2BE%3D,https://v16-webapp.tiktok.com/49120ba2b36a02614723ebbb7e32746a/635ebf63/video/tos/useast2a/tos-useast2a-pve-0068/7b5d2c7fab00473f8e692f98c8e7e6fa/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=1832&bt=916&cs=0&ds=3&ft=nFApP0Jq12Nvj~ST~mnRfFLVlcEbIxVvYHAi9tU&mime_type=video_mp4&qs=0&rc=ZjVoZWVkM2Q3aTQ6NDtpOUBpMzU1djU6ZjhvZzMzNzczM0AtXzVfNWE0NTExYi5eMGFfYSNlcTAxcjRfMTZgLS1kMTZzcw%3D%3D&l=202210301215220102170940910914F32E&btag=80000,https://www.tiktok.com/@bolsonaromessiasjair/video/7157154489835851014,7157154489835851014,41.1,Curto,Pathos,Personal Appeal,Campaign Act,Acclamation,Neutral,Self alone,Hashtag
513,2022-10-30,lulaoficial,2022-10-22 00:00:00,sábado,60600,5617,229,310,Mais #livros e mais investimentos em #educação ❤️ #lulapresidente #booktokbr #eleições,https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/088bbfb3e459493db0d7178e175b299c_1666441628~tplv-dmt-logom:tos-useast2a-v-0068/9e8ab493ecd04708b93493289f3a13f8.image?x-expires=1667152800&x-signature=5lZnOEPt3UdtnX8T3iQyauaoEHo%3D,https://v16-webapp.tiktok.com/feb01b65997e2517a25c39ae7d0626da/635ec8d8/video/tos/useast2a/tos-useast2a-pve-0068/a02dc7b89f7044a1b7c647710dd6fdbd/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=3504&bt=1752&cs=0&ds=3&ft=IecA0oKyD12NvaPJCZIxRnbjYlJG-UjNSKAVi9&mime_type=video_mp4&qs=0&rc=OTk4ZTk5ZTxoaDQ4NTM4ZUBpanc7ZzY6ZnZ4ZzMzNzczM0AwNS41XjQzNS8xYzAyMzZjYSNuMDU0cjRvLzZgLS1kMTZzcw%3D%3D&l=20221030125540010192051132221E8EC4&btag=80000,https://www.tiktok.com/@lulaoficial/video/7157312271696268549,7157312271696268549,44.6,Curto,Pathos,Political Statement,Political-Ideological,Attack,Negative,Self + voters,Texto + Hashtag
514,2022-10-30,bolsonaromessiasjair,2022-10-23 09:15:21,domingo,387600,34800,589,188,#bamba #maioral #kichute #historias #infancia #portugues #matematica #brasil #presidente #jair #bolsonaro #jairbolsonaro #podcast #bacana #🇧🇷,https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/dcdf86afa6ff493bb0ad66a84241cb6c~tplv-dmt-logom:tos-useast2a-v-0068/11c0ddb4f3a2423ba855c2c70ca86a0f.image?x-expires=1667152800&x-signature=xafeyACn9kpLq%2BoKtMg1GkcvgI4%3D,https://v16-webapp.tiktok.com/872a4b12c4879dcd04c03f3bac936cb2/635ebf87/video/tos/useast2a/tos-useast2a-ve-0068c003/01c3e9c6e6204133bb199d1efe26eec5/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=974&bt=487&cs=0&ds=3&ft=nFApP0Jq12Nvj_ST~mnRfWaVlcEbIxVvYLAi9tU&mime_type=video_mp4&qs=0&rc=O2c0Ojk0ZTRlZjs7Zjs6PEBpM3dmZjQ6ZnF5ZzMzNzczM0BfLS02NjIyNTMxNF8zX14yYSMuLnNhcjRfYDZgLS1kMTZzcw%3D%3D&l=202210301215180102140290200C1BB874&btag=80000,https://www.tiktok.com/@bolsonaromessiasjair/video/7157335164136230149,7157335164136230149,82.1,Normal,Nenhum,Nenhum,Personal,Acclamation,Positive,Self alone,Hashtag
515,2022-10-30,lulaoficial,2022-10-23 09:55:38,domingo,516900,54100,1182,8991,Chega de fake news! Vote #lulapresidente #educação #eleições,https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/7e41195841f049a1a9ad2326862ca477_1666452252~tplv-dmt-logom:tos-useast2a-v-0068/70eff3a2fc424e0daab922a558a60718.image?x-expires=1667152800&x-signature=avFdgY3ZVOq1IMO5qIBhAWM9nVU%3D,https://v16-webapp.tiktok.com/e0c3c4042401fe014b58d82940a8e2a8/635ec8ef/video/tos/useast2a/tos-useast2a-ve-0068c003/190d2af886cc4e8ab0a0db5fd94f44ec/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=1546&bt=773&cs=0&ds=3&ft=nFApP0Jq12Nvj4DE~mnRfQW4HcEbIxVvYJ6i9tU&mime_type=video_mp4&qs=0&rc=aDM7Zzc1PDxlOjk1ZTo6ZEBpM2Y7Nzk6ZjYzZzMzNzczM0A2MF9gNmJhXjIxY142My4tYSNfMnMzcjRfal5gLS1kMTZzcw%3D%3D&l=20221030125534010217120166011E4030&btag=80000,https://www.tiktok.com/@lulaoficial/video/7157357899440803077,7157357899440803077,72.74,Normal,Ethos,Opinion,Political-Ideological,Defense,Negative,Self alone,Texto + Hashtag
516,2022-10-30,bolsonaromessiasjair,2022-10-23 09:15:17,domingo,7500000,837500,15300,14100,- 2️⃣2️⃣✅ 🇧🇷🇧🇷🇧🇷🇧🇷 #brasil #22 #é #bolsonaro #presidente #🇧🇷,https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/d0759808bb5047888f246cc90bd0c398~tplv-f5insbecw7-1:720:720.jpeg?x-expires=1667152800&x-signature=gV0%2BPr1GmBHIVMATfIN%2Bl7ytLhQ%3D,https://v16-webapp.tiktok.com/751a445cb0bd76aff3da4530f6bf5e64/635ebf3c/video/tos/useast2a/tos-useast2a-pve-0068/442b56be0adf4f0e87f0ecd42daa226e/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=1838&bt=919&cs=0&ds=3&ft=nFApP0Jq12NvjeST~mnRfmKYKcEbIxVvYZIi9tU&mime_type=video_mp4&qs=0&rc=aDVlZWg6OjdmaTc1PDY0N0BpMzp2bDQ6Zng2ZzMzNzczM0A0M2M2Yi9eXzAxNi5hY18xYSMucWcwcjQwY15gLS1kMTZzcw%3D%3D&l=202210301215140102230630380E1212FA&btag=80000,https://www.tiktok.com/@bolsonaromessiasjair/video/7157407242067660038,7157407242067660038,9.99,Muito curto,Nenhum,Humor,Campaign Act,Acclamation,Positive,Voters,Texto + Hashtag
517,2022-10-30,bolsonaromessiasjair,2022-10-23 09:15:13,domingo,1200000,175400,3337,3231,#neymar #bolsonaro #brasil #campeao #live #deus #patria #familia #liberdade #ihu #🇧🇷 #22,https://p77-sign-va.tiktokcdn.com/tos-maliva-p-0068/9cf9ed1afc5847e5aade8894a1e34863_1666471798~tplv-f5insbecw7-1:720:720.jpeg?x-expires=1667152800&x-signature=x%2FWMwiWguddlJhT5r7osUoRvrvU%3D,https://v16-webapp.tiktok.com/1ea2ccff69846484718324e17ca22216/635ebf65/video/tos/useast2a/tos-useast2a-ve-0068c001/c0e09e91fe794e7ba5d6d7b986b45ce3/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=1158&bt=579&cs=0&ds=3&ft=nFApP0Jq12NvjQST~mnRf-N4HcEbIxVvYw3i9tU&mime_type=video_mp4&qs=0&rc=OjpoNDY6NzU1Omc3O2RoOEBpam02bGg6Zm04ZzMzNzczM0AwLl4tYDFgNjMxM141YDMuYSNmLXAxcjQwYl5gLS1kMTZzcw%3D%3D&l=202210301215100101920520272716F539&btag=80000,https://www.tiktok.com/@bolsonaromessiasjair/video/7157441811538038022,7157441811538038022,55.54,Curto,Pathos,Endorsement,Campaign Act,Acclamation,Neutral,Supporters (celebridades ou políticos),Hashtag
518,2022-10-30,lulaoficial,2022-10-23 09:55:32,domingo,116900,18400,869,717,O Brasil precisa de você ❤️ a hora de ganhar votos é agora! #lulapresidente #lula,https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/c2153e622a9841549c360b4c09a2a90a~tplv-dmt-logom:tos-useast2a-v-0068/8de087d7ab9f454e8acb7ad5d63b4c04.image?x-expires=1667152800&x-signature=P8vrYPEQuek%2BZCs%2BQgxCQx7idJE%3D,https://v16-webapp.tiktok.com/2c73d5d2c8198e259cb864c7428c5c2b/635ec8ce/video/tos/useast2a/tos-useast2a-ve-0068c004/db5cebe23e06443dab3d710d4460a7ea/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=6336&bt=3168&cs=0&ds=3&ft=IecA0oKyD12NvkPJCZIxRPb_WlJG-UjNS1AVi9&mime_type=video_mp4&qs=0&rc=ZGU3O2U0ZDdkZjM4ODdoNUBpM3hldzY6Zjs5ZzMzNzczM0BeYDRiLmMvXjQxMl4zYzZfYSMuLXNfcjRvLV5gLS1kMTZzcw%3D%3D&l=2022103012552801019204917216209CAC&btag=80000,https://www.tiktok.com/@lulaoficial/video/7157451525785128197,7157451525785128197,45.76,Curto,Ethos,Commitment,Campaign Act,Acclamation,Positive,Self + voters,Texto + Hashtag
519,2022-10-30,lulaoficial,2022-10-23 09:55:28,domingo,336700,41500,2606,1509,Cuidar do Brasil e do povo brasileiro #educaçao #lulapresidente #eleicao2022 #brasileiros,https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/6b05f5fdc6004ee4b5d57575f7377ae0~tplv-dmt-logom:tos-useast2a-v-0068/af12a7c649004843ab3736944e1b28fa.image?x-expires=1667152800&x-signature=E9hx7AaqRxE%2FzEAIpBjJkIF0HbQ%3D,https://v16-webapp.tiktok.com/94b9f1086a65948f2d200121aaf7cf2a/635ec8b2/video/tos/useast2a/tos-useast2a-ve-0068c002/979c87d400ef4d61ad6568c69d31dcd2/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=1642&bt=821&cs=0&ds=3&ft=kLO5qytWZmo0P66GfBkVQ-UgqiHKJdmC0&mime_type=video_mp4&qs=0&rc=PGg6Ozw6NDY5NWg0ZWk5Z0Bpamg2czQ6ZjM6ZzMzNzczM0A1NDZhXjAvXl4xMV4zNC4uYSNjMl9ecjQwZF5gLS1kMTZzcw%3D%3D&l=20221030125524010217028216241C1B7E&btag=80000,https://www.tiktok.com/@lulaoficial/video/7157477655632186629,7157477655632186629,21.41,Muito curto,Pathos,Political Statement,Political-Purposeful,Acclamation,Positive,Self alone,Texto + Hashtag
520,2022-10-30,bolsonaromessiasjair,2022-10-24 09:15:08,segunda-feira,778100,143700,4093,2145,#humor #bom #dia #brasil #jair #bolsonaro #🇧🇷,https://p77-sign-va.tiktokcdn.com/tos-maliva-p-0068/bb71784e5611484dafbe5af5a505aeb8~tplv-f5insbecw7-1:720:720.jpeg?x-expires=1667152800&x-signature=w%2BPJpc3P3wILzrbX2qDSdQT1hN0%3D,https://v16-webapp.tiktok.com/b5ac1c1e0a28d8016baf1259c7118575/635ebf39/video/tos/useast2a/tos-useast2a-ve-0068c004/3e59e15f7a984345b60dbd4265c33994/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=3772&bt=1886&cs=0&ds=3&ft=IecA0oKyD12NvS57CZIxRCrjYlJG-UjNS1AVi9&mime_type=video_mp4&qs=0&rc=NDxlZjwzPGdnZ2U2OzM1aUBpanI2dDc6Zm5tZzMzNzczM0AtXzZfNV4uXzQxMWBeXy8vYSNuLTZwcjRnc15gLS1kMTZzcw%3D%3D&l=202210301215040101902092060716D0AB&btag=80000,https://www.tiktok.com/@bolsonaromessiasjair/video/7157697379070676230,7157697379070676230,17,Muito curto,Nenhum,Humor,Nenhum,Acclamation,Positive,Self alone,Hashtag
521,2022-10-30,lulaoficial,2022-10-24 09:55:23,segunda-feira,66900,5981,279,165,Não podemos aceitar a violência #lulapresidente,https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/4419f1affc2740329f283968ed874ccc~tplv-dmt-logom:tos-useast2a-v-0068/87a71e74454a4fcaa7634e6dfc81800c.image?x-expires=1667152800&x-signature=ETATBCaM3YahZNCWpzuQSDxdIs8%3D,https://v16-webapp.tiktok.com/960c37317bac35d6765ae0155c1be9bf/635ec8f9/video/tos/useast2a/tos-useast2a-ve-0068c004/11cf7fec25ae425bb4e45b60578df2d7/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=2454&bt=1227&cs=0&ds=3&ft=IecA0oKyD12Nvp8JCZIxR8b_WlJG-UjNSTAVi9&mime_type=video_mp4&qs=0&rc=OTc1ZjpnOWc3aDdkaDZnaEBpMzlwdzY6ZnZvZzMzNzczM0AuLWJfMjQ0XjYxYWE1MzQyYSNuXnNfcjRnNl5gLS1kMTZzcw%3D%3D&l=202210301255190101920491721620987A&btag=80000,https://www.tiktok.com/@lulaoficial/video/7157726007166881030,7157726007166881030,97.85,Longo,Pathos,Opinion,Campaign Act,Attack,Neutral,Self + supporters (celebridades ou políticos),Texto + Hashtag
522,2022-10-30,lulaoficial,2022-10-24 09:55:17,segunda-feira,730200,125200,2618,3575,Frente ampla pela democracia e pelo bem do Brasil 🇧🇷❤️ vem você também #lulapresidente #lula,https://p77-sign-va.tiktokcdn.com/tos-maliva-p-0068/7bb85591601242b5912b16f7ee1367f7~tplv-dmt-logom:tos-useast2a-v-0068/d27cd842f87a4d60b5b8cb260d366c0f.image?x-expires=1667152800&x-signature=NzWUriR6q7GTLMUy4%2FlhWWgii14%3D,https://v16-webapp.tiktok.com/29107c255f4e1a641b6aa9d974ba678c/635ec8a5/video/tos/useast2a/tos-useast2a-ve-0068c002/ebfe3f0e7c4147a88eb7ab6843c5eaab/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=1036&bt=518&cs=0&ds=3&ft=nFApP0Jq12Nvj3ZE~mnRfTGYKcEbIxVvY~0i9tU&mime_type=video_mp4&qs=0&rc=ODNlZDw0NWc7M2VpaWc7M0BpM2d3ZDo6ZnlwZzMzNzczM0BhYDBfYy5hXjAxNmAzMy8tYSNvcDIzcjRnZ15gLS1kMTZzcw%3D%3D&l=2022103012551401019021810324160C08&btag=80000,https://www.tiktok.com/@lulaoficial/video/7157743729426697477,7157743729426697477,19.62,Muito curto,Ethos,Endorsement,Campaign Act,Defense,Positive,Self + supporters (celebridades ou políticos),Texto + Hashtag
523,2022-10-30,bolsonaromessiasjair,2022-10-24 09:15:02,segunda-feira,314600,28400,1001,1381,#gusttavo #lima #gusttavolima #bolsonaro #jair #presidente #brasil #unido #deus #patria #familia #jairbolsonaro #🇧🇷,https://p77-sign-va.tiktokcdn.com/tos-maliva-p-0068/22a9c7a7083d4957a819176182451852~tplv-f5insbecw7-1:720:720.jpeg?x-expires=1667152800&x-signature=MZWyQCA0mELHJ8Axj7mG9jA9gxc%3D,https://v16-webapp.tiktok.com/cbb99725c5119cf4e6abdc71bfa5d3e4/635ebf4b/video/tos/useast2a/tos-useast2a-ve-0068c003/b8b5aeccaaeb40539fe625513e04a2ac/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=1300&bt=650&cs=0&ds=3&ft=nFApP0Jq12NvjWST~mnRfnS4HcEbIxVvYXAi9tU&mime_type=video_mp4&qs=0&rc=aDllZmUzN2c2OjRlNzM7NUBpajV0NTg6ZmhyZzMzNzczM0BeYjReXy8yNS8xXjJhYjMyYSNhaWgwcjQwNl5gLS1kMTZzcw%3D%3D&l=20221030121459010214029054261A498F&btag=80000,https://www.tiktok.com/@bolsonaromessiasjair/video/7157773223302679814,7157773223302679814,40.52,Curto,Ethos,Endorsement,Campaign Act,Acclamation,Positive,Supporters (celebridades ou políticos),Hashtag
